Bedroom,Bathroom,Property Size,Tenure Type,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,State,Property Age,Listed_Facility_Count,Has_Bus_Stop,Has_Mall,Has_Park,Has_School,Has_Hospital,Has_Highway,Has_Railway_Station,Is_Non_Bumi_Lot,Freehold Indicator,Floor_Range_Ordinal,Has_Barbeque_Area,Has_Club_House,Has_Gymnasium,Has_Jogging_Track,Has_Lift,Has_Minimart,Has_Multipurpose_Hall,Has_Parking,Has_Playground,Has_Sauna,Has_Security,Has_Squash_Court,Has_Swimming_Pool,Has_Tennis_Court,price
3,2,830.0,Leasehold,,,Apartment,1.0,Medium,Bumi Lot,Kuala Lumpur,,6,1,0,1,1,1,0,0,0,0,2.0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,340000.00000000006
3,2,1399.0,Freehold,20.0,1400.0,Condominium,1.0,High,Bumi Lot,Kuala Lumpur,15.0,5,1,0,1,1,0,0,1,0,1,3.0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,520000.0000000003
3,2,914.0,Leasehold,21.0,565.0,Apartment,1.0,,Non Bumi Lot,Johor,17.0,8,0,0,0,0,0,0,0,1,0,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,288000.00000000023
3,2,645.0,Freehold,,,Flat,,Medium,Non Bumi Lot,Penang,,1,0,0,0,0,0,0,0,1,1,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,105000.00000000004
2,1,550.0,Freehold,,,Apartment,,Medium,Non Bumi Lot,Penang,,0,0,0,0,0,0,0,0,1,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158000.00000000012
3,2,1496.0,Freehold,46.0,1134.0,Condominium,2.0,High,Non Bumi Lot,Johor,6.0,11,0,0,0,0,0,0,0,1,1,3.0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,597999.9999999997
3,3,1300.0,Freehold,26.0,548.0,Condominium,2.0,Medium,Non Bumi Lot,Penang,7.0,14,0,0,0,0,0,0,0,1,1,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,740000.0000000003
2,1,570.0,Freehold,,,Flat,1.0,Low,Non Bumi Lot,Johor,,5,0,0,0,0,0,0,0,1,1,1.0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,175000.00000000003
2,2,806.0,Leasehold,,,Apartment,,,Non Bumi Lot,Sarawak,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338999.9999999998
4,4,2300.0,Freehold,22.0,79.0,Condominium,2.0,Low,Non Bumi Lot,Penang,24.0,9,0,0,0,0,0,0,0,1,1,1.0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1817999.9999999998
3,2,926.0,Freehold,,382.0,Apartment,,High,Non Bumi Lot,Johor,5.0,0,0,0,0,0,0,0,0,1,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398999.99999999965
2,1,809.0,Freehold,,247.0,Service Residence,1.0,Low,Bumi Lot,Selangor,5.0,9,1,0,0,0,0,1,1,0,1,1.0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,649999.9999999998
2,1,512.0,Leasehold,,,Condominium,,Low,Non Bumi Lot,Sabah,,6,0,0,0,0,0,0,0,1,0,1.0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,230000.0000000002
3,2,721.0,Leasehold,15.0,,Apartment,1.0,Medium,Bumi Lot,Kuala Lumpur,15.0,6,1,1,0,1,0,1,1,0,0,2.0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,229998.9999999998
3,2,904.0,Leasehold,,,Apartment,1.0,,Non Bumi Lot,Penang,,6,0,0,0,0,0,0,0,1,0,,0,0,1,1,1,0,0,1,1,0,1,0,0,0,269999.99999999977
4,2,838.0,Leasehold,15.0,,Apartment,2.0,Medium,Bumi Lot,Selangor,,2,1,0,0,1,0,0,0,0,0,2.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,319999.9999999998
3,2,700.0,Freehold,30.0,500.0,Apartment,1.0,,Non Bumi Lot,Penang,11.0,9,0,0,0,0,0,0,0,1,1,,1,0,1,1,1,0,1,1,1,0,1,0,1,0,384999.9999999997
2,1,500.0,Freehold,,,Flat,,High,Bumi Lot,Penang,,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124999.99999999991
3,2,1100.0,Freehold,,,Condominium,2.0,Medium,Non Bumi Lot,Selangor,,14,0,0,0,0,0,0,0,1,1,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,389999.99999999994
4,4,2045.0,Leasehold,10.0,733.0,Condominium,2.0,Medium,Bumi Lot,Selangor,17.0,10,0,0,0,0,0,0,0,0,0,2.0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,599999.9999999999
3,2,800.0,Leasehold,,1900.0,Apartment,2.0,Medium,Non Bumi Lot,Penang,7.0,3,0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,420000.00000000023
3,2,900.0,Freehold,33.0,490.0,Condominium,2.0,High,Non Bumi Lot,Penang,3.0,9,0,0,0,0,0,0,0,1,1,3.0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,489999.9999999997
3,2,1068.0,Leasehold,,944.0,Condominium,1.0,High,Non Bumi Lot,Johor,7.0,10,0,0,0,0,0,0,0,1,0,3.0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,445000.00000000023
3,2,1200.0,Freehold,22.0,504.0,Condominium,1.0,,Non Bumi Lot,Penang,29.0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428000.0000000002
3,2,1173.0,Freehold,,,Apartment,1.0,High,Non Bumi Lot,Perak,,9,0,0,0,0,0,0,0,1,1,3.0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,365000.00000000023
3,2,850.0,Leasehold,18.0,200.0,Apartment,,,Non Bumi Lot,Selangor,17.0,10,1,0,1,1,0,0,1,1,0,,1,1,0,1,1,1,1,1,1,0,1,0,1,0,269999.99999999977
2,1,592.0,Freehold,4.0,192.0,Apartment,,Low,Bumi Lot,Kuala Lumpur,,3,1,1,0,1,1,0,1,0,1,1.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,260000.00000000015
3,2,950.0,Leasehold,,,Apartment,,High,Non Bumi Lot,Johor,,0,0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288000.00000000023
2,2,847.0,Freehold,35.0,,Service Residence,,,Non Bumi Lot,Selangor,7.0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439999.9999999997
3,3,1711.0,Leasehold,,,Condominium,1.0,High,Non Bumi Lot,Sarawak,,0,0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469999.99999999994
3,2,883.0,Leasehold,33.0,746.0,Service Residence,,,Non Bumi Lot,Selangor,2.0,9,1,0,0,1,0,0,0,1,0,,1,0,1,1,1,0,1,0,1,1,1,0,1,0,218700.0
2,1,513.0,Freehold,,,Flat,1.0,High,Non Bumi Lot,Johor,,4,0,0,0,0,0,0,0,1,1,3.0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,79900.00000000003
3,2,1050.0,Freehold,,1200.0,Condominium,,,Non Bumi Lot,Selangor,4.0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289999.9999999999
1,1,560.0,Freehold,38.0,1033.0,Service Residence,,High,Non Bumi Lot,Kuala Lumpur,11.0,11,1,1,1,1,1,0,1,1,1,3.0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,388000.0
3,2,771.0,Leasehold,4.0,496.0,Apartment,2.0,,Non Bumi Lot,Sarawak,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279999.9999999998
3,2,992.0,Freehold,5.0,,Flat,,Medium,Bumi Lot,Selangor,,4,0,0,0,0,0,0,0,0,1,2.0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,200000.00000000006
3,2,1085.0,Freehold,5.0,469.0,Apartment,,Medium,Non Bumi Lot,Selangor,7.0,4,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,317999.99999999994
3,2,850.0,Leasehold,,120.0,Apartment,,Low,Bumi Lot,Selangor,10.0,3,1,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,254999.99999999985
3,2,850.0,Freehold,35.0,1843.0,Service Residence,1.0,Medium,Bumi Lot,Johor,4.0,14,0,0,0,0,0,0,0,0,1,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,345000.00000000006
2,2,948.0,Leasehold,,,Condominium,1.0,,Non Bumi Lot,Sarawak,,5,0,0,0,0,0,0,0,1,0,,0,0,1,0,1,0,0,1,0,0,1,0,1,0,687999.9999999998
3,2,750.0,Freehold,20.0,608.0,Apartment,1.0,Low,Non Bumi Lot,Penang,,6,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,340000.00000000006
3,2,1004.0,Leasehold,,,Condominium,1.0,High,Non Bumi Lot,Sarawak,,8,0,0,0,0,0,0,0,1,0,3.0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,715000.0000000003
3,2,762.0,Freehold,,,Apartment,1.0,Medium,Non Bumi Lot,Selangor,,0,0,0,1,1,0,0,0,1,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000.0000000001
3,2,1095.0,Freehold,38.0,434.0,Condominium,1.0,Medium,Non Bumi Lot,Penang,7.0,7,0,0,0,0,0,0,0,1,1,2.0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,564999.9999999995
3,2,660.0,Freehold,,,Apartment,,Medium,Bumi Lot,Negeri Sembilan,,2,0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,120000.00000000006
4,3,1396.0,Leasehold,20.0,899.0,Condominium,2.0,Medium,Non Bumi Lot,Selangor,10.0,14,0,0,0,0,0,0,0,1,0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,489999.9999999997
3,2,1055.0,Freehold,15.0,336.0,Condominium,1.0,High,Non Bumi Lot,Penang,25.0,10,0,0,0,0,0,0,0,1,1,3.0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,420000.00000000023
3,2,1530.0,Freehold,12.0,90.0,Condominium,,Low,Non Bumi Lot,Kuala Lumpur,,8,0,0,1,1,0,0,1,1,1,1.0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,628887.9999999997
3,2,900.0,Freehold,,,Condominium,2.0,Medium,Non Bumi Lot,Johor,,8,0,0,0,0,0,0,0,1,1,2.0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,249999.99999999983
4,2,1181.0,Leasehold,18.0,608.0,Condominium,2.0,Low,Bumi Lot,Kuala Lumpur,13.0,9,1,1,1,1,0,0,1,0,0,1.0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,459999.9999999996
3,2,750.0,Freehold,,,Condominium,1.0,Medium,Non Bumi Lot,Penang,,10,0,0,0,0,0,0,0,1,1,2.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,285000.0
3,2,1372.0,Freehold,14.0,539.0,Condominium,2.0,,Non Bumi Lot,Selangor,8.0,11,0,1,1,0,0,1,1,1,1,,1,1,1,1,0,0,1,1,1,1,1,0,1,1,680000.0000000001
3,2,920.0,Leasehold,15.0,690.0,Condominium,2.0,,Non Bumi Lot,Kuala Lumpur,24.0,8,1,0,1,1,0,0,1,1,0,,1,0,1,0,1,1,0,1,1,0,1,0,1,0,330000.0000000001
4,2,1000.0,Leasehold,14.0,504.0,Apartment,2.0,,Bumi Lot,Kuala Lumpur,,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,1,1,0,1,0,0,0,400000.0000000002
3,2,1540.0,Leasehold,16.0,,Condominium,2.0,,Non Bumi Lot,Selangor,,9,0,0,0,0,0,0,0,1,0,,0,0,1,1,1,1,0,1,1,1,1,0,1,0,867999.9999999993
3,2,850.0,Leasehold,,,Apartment,1.0,High,Non Bumi Lot,Sabah,,3,0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,200000.00000000006
4,3,2335.0,Freehold,38.0,420.0,Condominium,4.0,,Non Bumi Lot,Penang,12.0,14,0,0,0,0,0,0,0,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1150000.0
3,2,1946.0,Freehold,42.0,150.0,Condominium,3.0,Low,Non Bumi Lot,Penang,3.0,11,0,0,0,0,0,0,0,1,1,1.0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,900000.0000000007
4,4,2200.0,Freehold,,,Condominium,4.0,High,Non Bumi Lot,Penang,,2,0,0,0,0,0,0,0,1,1,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1049999.9999999998
3,2,990.0,Leasehold,,,Apartment,1.0,Low,Bumi Lot,Johor,,14,0,0,0,0,0,0,0,0,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,289999.9999999999
2,1,450.0,Leasehold,,,Flat,,,Non Bumi Lot,Sarawak,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78000.00000000004
1,1,552.0,Leasehold,,,Service Residence,,High,Non Bumi Lot,Sabah,,12,0,0,0,0,0,0,0,1,0,3.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,690000.0000000002
3,1,650.0,Freehold,,,Apartment,,,Non Bumi Lot,Penang,,4,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,0,1,1,0,0,1,0,0,0,269999.99999999977
3,2,1432.0,Leasehold,,684.0,Condominium,2.0,High,Non Bumi Lot,Sarawak,,10,0,0,0,0,0,0,0,1,0,3.0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,700000.0000000002
3,2,1168.0,Freehold,24.0,467.0,Condominium,2.0,Medium,Non Bumi Lot,Kuala Lumpur,10.0,10,1,0,1,1,0,0,0,1,1,2.0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,677999.9999999997
3,2,925.0,Freehold,5.0,,Apartment,1.0,Low,Non Bumi Lot,Selangor,,6,1,0,1,1,0,0,0,1,1,1.0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,368000.00000000006
3,2,1302.0,Leasehold,4.0,199.0,Apartment,1.0,Medium,Bumi Lot,Selangor,13.0,5,0,0,0,0,0,0,0,0,0,2.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,330000.0000000001
2,2,802.0,Freehold,33.0,490.0,Condominium,,High,Non Bumi Lot,Penang,3.0,10,0,0,0,0,0,0,0,1,1,3.0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,410000.00000000006
3,2,700.0,Leasehold,,,Apartment,1.0,,Non Bumi Lot,Selangor,,4,0,0,0,0,0,0,0,1,0,,0,0,0,1,0,0,0,1,0,0,1,0,1,0,179999.99999999997
4,2,1400.0,Freehold,12.0,90.0,Condominium,2.0,Low,Non Bumi Lot,Kuala Lumpur,,14,0,0,1,1,0,0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,604000.0000000005
3,2,850.0,Leasehold,20.0,1440.0,Condominium,1.0,Medium,Non Bumi Lot,Selangor,8.0,2,0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,244999.99999999983
1,1,590.0,Freehold,38.0,1033.0,Service Residence,1.0,High,Non Bumi Lot,Kuala Lumpur,11.0,11,1,1,1,1,1,0,1,1,1,3.0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,459999.9999999996
3,2,1060.0,Freehold,25.0,237.0,Condominium,2.0,Medium,Non Bumi Lot,Penang,27.0,4,0,0,0,0,0,0,0,1,1,2.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,480000.0000000003
3,2,798.0,Leasehold,,,Apartment,,Medium,Bumi Lot,Perak,,6,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,210000.0000000001
4,2,1142.0,Leasehold,24.0,900.0,Condominium,1.0,Medium,Non Bumi Lot,Kuala Lumpur,8.0,5,0,0,0,0,0,0,0,1,0,2.0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,430000.0000000002
3,2,900.0,Leasehold,,,Apartment,,,Non Bumi Lot,Melaka,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000.00000000003
3,2,743.0,Freehold,,,Apartment,1.0,Low,Non Bumi Lot,Selangor,,3,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,219999.99999999985
3,3,1124.0,Freehold,22.0,616.0,Service Residence,2.0,High,Non Bumi Lot,Selangor,7.0,6,1,1,1,0,1,0,1,1,1,3.0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,499999.9999999997
1,1,535.0,Freehold,,,Service Residence,,,Non Bumi Lot,Johor,,7,0,0,0,0,0,0,0,1,1,,0,0,1,0,1,0,1,1,0,1,1,0,1,0,330000.0000000001
2,2,871.0,Freehold,,316.0,Service Residence,,Medium,Non Bumi Lot,Johor,,2,0,0,0,0,0,0,0,1,1,2.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,428000.0000000002
3,2,750.0,Freehold,5.0,,Apartment,,Low,Non Bumi Lot,Selangor,,1,0,0,1,0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,355000.0
3,1,700.0,Freehold,,,Flat,,,Non Bumi Lot,Melaka,,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149999.99999999994
3,2,1600.0,Freehold,12.0,150.0,Service Residence,1.0,Low,Non Bumi Lot,Kuala Lumpur,,8,1,0,1,0,1,0,0,1,1,1.0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,715000.0000000003
3,2,1250.0,Freehold,,461.0,Condominium,2.0,High,Bumi Lot,Selangor,5.0,8,0,0,0,0,0,0,0,0,1,3.0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,520000.0000000003
2,1,484.0,Freehold,,,Apartment,,Low,Bumi Lot,Selangor,,4,0,0,0,0,0,1,0,0,1,1.0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,95000.00000000006
3,2,1200.0,Freehold,,,Condominium,2.0,Medium,Non Bumi Lot,Putrajaya,,14,0,0,0,0,0,0,0,1,1,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,590000.0000000001
3,3,1206.0,Freehold,11.0,488.0,Condominium,1.0,Low,Non Bumi Lot,Johor,8.0,0,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448000.0000000002
3,2,1052.0,Freehold,,,Condominium,2.0,High,Bumi Lot,Selangor,,9,0,0,0,0,0,0,0,0,1,3.0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,370000.0000000001
3,2,650.0,Freehold,,,Flat,1.0,Medium,Non Bumi Lot,Johor,,4,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,135000.00000000012
3,2,850.0,Freehold,,536.0,Apartment,2.0,Low,Non Bumi Lot,Selangor,,3,1,0,0,0,1,0,0,1,1,1.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,299999.9999999999
3,2,692.0,Freehold,,,Flat,1.0,Medium,Non Bumi Lot,Johor,,3,0,0,0,0,0,0,0,1,1,2.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,137999.99999999988
2,1,521.0,Freehold,13.0,1020.0,Apartment,,Medium,Non Bumi Lot,Penang,,0,0,0,0,0,0,0,0,1,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000.00000000006
2,1,581.0,Leasehold,,,Flat,,Low,Bumi Lot,Johor,,2,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,149999.99999999994
2,2,950.0,Freehold,,450.0,Condominium,2.0,,Non Bumi Lot,Penang,1.0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919999.9999999993
3,2,650.0,Leasehold,,,Flat,,,Non Bumi Lot,Penang,,4,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,1,0,1,0,0,1,0,0,0,175000.00000000003
3,2,650.0,Leasehold,,,Apartment,,High,Non Bumi Lot,,,0,0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105000.00000000004
3,2,800.0,Leasehold,,,Apartment,,Medium,Non Bumi Lot,Kuala Lumpur,,1,0,1,1,1,1,0,1,1,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,167999.99999999994
3,2,753.0,Leasehold,,,Apartment,1.0,Medium,Non Bumi Lot,Selangor,,0,0,0,0,1,0,0,0,1,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178999.99999999994
2,2,1100.0,Freehold,20.0,320.0,Condominium,1.0,Medium,Non Bumi Lot,Kuala Lumpur,,10,1,0,1,0,1,0,0,1,1,2.0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,299999.9999999999
1,1,422.0,Leasehold,,,Service Residence,2.0,Medium,Non Bumi Lot,Pahang,5.0,5,0,0,0,0,0,0,0,1,0,2.0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,400000.0000000002
3,2,657.0,Leasehold,,,Flat,,Medium,Non Bumi Lot,Kuala Lumpur,,1,1,0,1,1,0,0,1,1,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,215000.00000000006
3,2,700.0,Freehold,23.0,,Apartment,1.0,,Non Bumi Lot,Penang,14.0,7,0,0,0,0,0,0,0,1,1,,1,0,1,1,0,0,1,1,1,0,1,0,0,0,380000.0000000003
3,2,828.0,Freehold,11.0,1240.0,Condominium,1.0,Medium,Non Bumi Lot,Kuala Lumpur,23.0,6,0,1,1,1,0,0,1,1,1,2.0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,312799.99999999994
3,2,1109.0,Freehold,,,Condominium,,Medium,Non Bumi Lot,Johor,,0,0,0,0,0,0,0,0,1,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388000.0
2,1,519.0,Leasehold,,,Flat,,High,Bumi Lot,Selangor,,3,0,1,1,1,1,0,1,0,0,3.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,142000.00000000012
3,2,957.0,Freehold,,,Apartment,,Medium,Non Bumi Lot,Selangor,,3,0,0,0,0,0,0,0,1,1,2.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,212000.00000000012
3,2,720.0,Freehold,,,Apartment,,Medium,Non Bumi Lot,Penang,,2,0,0,0,0,0,0,0,1,1,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,190000.00000000012
3,2,1000.0,Freehold,,,Condominium,1.0,Low,Bumi Lot,Sabah,,6,0,0,0,0,0,0,0,0,1,1.0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,299999.9999999999
3,2,800.0,Leasehold,,,Apartment,1.0,Low,Bumi Lot,Selangor,,6,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,240000.00000000015
4,2,1271.0,Freehold,30.0,410.0,Condominium,2.0,Medium,Non Bumi Lot,Penang,6.0,0,0,0,0,0,0,0,0,1,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660000.0000000003
3,2,678.0,Freehold,,,Flat,,Medium,Bumi Lot,Negeri Sembilan,,2,0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,79000.00000000006
3,2,1055.0,Freehold,22.0,246.0,Apartment,2.0,High,Non Bumi Lot,Selangor,17.0,5,0,0,0,0,0,0,0,1,1,3.0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,279999.9999999998
3,2,861.0,Freehold,5.0,,Service Residence,1.0,Low,Non Bumi Lot,Selangor,,5,1,0,1,1,0,0,0,1,1,1.0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,450000.00000000035
3,2,650.0,Freehold,17.0,,Apartment,1.0,High,Non Bumi Lot,Penang,,3,0,0,0,0,0,0,0,1,1,3.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,285000.0
4,2,1262.0,Freehold,5.0,,Apartment,2.0,Medium,Non Bumi Lot,Selangor,,6,0,0,0,0,0,1,0,1,1,2.0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,410000.00000000006
2,1,650.0,Leasehold,,,Apartment,,High,Bumi Lot,Kuala Lumpur,,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000.00000000006
3,2,1000.0,Freehold,,,Apartment,,Low,Non Bumi Lot,Melaka,,5,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,254999.99999999985
4,2,864.0,Leasehold,,,Flat,1.0,Low,Non Bumi Lot,Labuan,,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000.0
1,2,575.0,Freehold,,272.0,Service Residence,1.0,Medium,Non Bumi Lot,Selangor,14.0,8,1,1,0,0,0,0,0,1,1,2.0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,225000.00000000015
3,2,738.0,Leasehold,,,Apartment,1.0,High,Non Bumi Lot,Selangor,,6,0,0,0,0,0,0,0,1,0,3.0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,230000.0000000002
3,2,818.0,Freehold,16.0,730.0,Apartment,2.0,Medium,Bumi Lot,Selangor,5.0,5,0,0,1,0,0,0,0,0,1,2.0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,289999.9999999999
3,2,850.0,Leasehold,16.0,488.0,Condominium,2.0,Low,Non Bumi Lot,Penang,25.0,7,0,0,0,0,0,0,0,1,0,1.0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,439999.9999999997
1,1,463.0,Leasehold,,,Condominium,1.0,High,Non Bumi Lot,Johor,,14,0,0,0,0,0,0,0,1,0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,208999.99999999994
3,2,882.0,Freehold,31.0,360.0,Condominium,1.0,Low,Non Bumi Lot,Penang,27.0,7,0,0,0,0,0,0,0,1,1,1.0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,249999.99999999983
2,1,615.0,Freehold,22.0,1343.0,Condominium,1.0,,Non Bumi Lot,Penang,6.0,13,0,0,0,0,0,0,0,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,550000.0000000001
3,2,887.0,Freehold,30.0,808.0,Condominium,2.0,Low,Non Bumi Lot,Penang,10.0,10,0,0,0,0,0,0,0,1,1,1.0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,480000.0000000003
3,2,790.0,Freehold,,,Apartment,,Medium,Non Bumi Lot,Selangor,9.0,0,1,0,0,1,0,0,0,1,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163000.00000000012
3,2,1261.0,Freehold,26.0,344.0,Condominium,2.0,High,Non Bumi Lot,Kuala Lumpur,4.0,10,1,1,0,1,0,0,1,1,1,3.0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,659900.0000000006
2,2,847.0,Freehold,35.0,,Service Residence,2.0,,Non Bumi Lot,Selangor,7.0,9,0,0,0,0,0,0,0,1,1,,1,1,1,0,1,0,1,1,1,0,1,0,1,0,459999.9999999996
